ГОД,МЕСЯЦ,КБК,ГБ,РБ,МБ
2002,январь,1,47655788,29072894,18582893
2002,январь,101,16656164,11185184,5470980
2002,январь,101101,5194952,5194952,0
2002,январь,101102,701813,701813,0
2002,январь,101103,397902,397902,0
2002,январь,101104,1013412,1013412,0
2002,январь,101105,3732610,3732610,0
2002,январь,101106,7001,7001,0
2002,январь,101107,137492,137492,0
2002,январь,101201,4933747,0,4933747
2002,январь,101202,322936,0,322936
2002,январь,101203,214297,0,214297
2002,январь,103,8749701,0,8749701
2002,январь,103101,8749701,0,8749701
2002,январь,104,686453,0,686453
2002,январь,104101,208052,0,208052
2002,январь,104102,44555,0,44555
2002,январь,104301,17189,0,17189
2002,январь,104302,64097,0,64097
2002,январь,104303,28117,0,28117
2002,январь,104304,102,0,102
2002,январь,104305,0,0,0
2002,январь,104306,8,0,8
2002,январь,104401,128346,0,128346
2002,январь,104402,167918,0,167918
2002,январь,104501,28070,0,28070
2002,январь,105,18920729,15489745,3430984
2002,январь,105101,4542077,4066042,476034
2002,январь,105102,5904094,5904094,0
2002,январь,105103,182,182,0
2002,январь,105104,185198,185198,0
2002,январь,105105,2617551,2617551,0
2002,январь,105201,91273,0,91273
2002,январь,105202,207584,0,207584
2002,январь,105203,20817,0,20817
2002,январь,105204,35078,0,35078
2002,январь,105205,590,0,590
2002,январь,105206,13061,0,13061
2002,январь,105207,62367,0,62367
2002,январь,105208,30465,0,30465
2002,январь,105209,0,0,0
2002,январь,105210,370850,0,370850
2002,январь,105211,0,0,0
2002,январь,105217,1966,0,1966
2002,январь,105218,15514,0,15514
2002,январь,105221,5,0,5
2002,январь,105223,5496,0,5496
2002,январь,105224,3021,0,3021
2002,январь,105228,0,0,0
2002,январь,105229,6661,6661,0
2002,январь,105230,597118,0,597118
2002,январь,105231,60354,0,60354
2002,январь,105232,84210,0,84210
2002,январь,105233,12926,0,12926
2002,январь,105234,54083,0,54083
2002,январь,105235,10770,0,10770
2002,январь,105236,0,0,0
2002,январь,105237,12,0,12
2002,январь,105241,6828,6828,0
2002,январь,105242,6274,6274,0
2002,январь,105243,1070,1070,0
2002,январь,105244,5623,5623,0
2002,январь,105245,3620,3620,0
2002,январь,105246,58,58,0
2002,январь,105247,7992,7992,0
2002,январь,105248,1373,1373,0
2002,январь,105249,115,115,0
2002,январь,105250,9850,9850,0
2002,январь,105251,0,0,0
2002,январь,105255,30806,30806,0
2002,январь,105257,2455,2455,0
2002,январь,105258,0,0,0
2002,январь,105259,0,0,0
2002,январь,105260,182573,182573,0
2002,январь,105261,2,2,0
2002,январь,105268,0,0,0
2002,январь,105269,355,355,0
2002,январь,105302,19,19,0
2002,январь,105303,31927,0,31927
2002,январь,105304,8025,0,8025
2002,январь,105305,312439,312439,0
2002,январь,105306,375614,375614,0
2002,январь,105308,340,306,34
2002,январь,105309,82570,82570,0
2002,январь,105310,-9609,-9609,0
2002,январь,105311,22543,22543,0
2002,январь,105313,12,12,0
2002,январь,105314,46,0,46
2002,январь,105315,178093,0,178093
2002,январь,105316,862086,0,862086
2002,январь,105322,0,0,0
2002,январь,105325,0,0,0
2002,январь,105326,1467565,1467565,0
2002,январь,105328,165000,148500,16500
2002,январь,105401,64042,0,64042
2002,январь,105402,30919,0,30919
2002,январь,105403,19445,0,19445
2002,январь,105404,8148,0,8148
2002,январь,105405,0,0,0
2002,январь,105406,49665,49665,0
2002,январь,105410,125,0,125
2002,январь,105411,124,124,0
2002,январь,105412,4,4,0
2002,январь,105413,146,146,0
2002,январь,105414,4279,0,4279
2002,январь,105415,92,92,0
2002,январь,105416,874,874,0
2002,январь,105417,11,11,0
2002,январь,105418,50817,0,50817
2002,январь,105419,148,148,0
2002,январь,105420,2904,0,2904
2002,январь,106,2297975,2297975,0
2002,январь,106101,1449732,1449732,0
2002,январь,106102,92843,92843,0
2002,январь,106201,727172,727172,0
2002,январь,106202,28227,28227,0
2002,январь,107,95102,70825,24277
2002,январь,107109,70825,70825,0
2002,январь,107110,24277,0,24277
2002,январь,108,249664,29165,220499
2002,январь,108101,29165,29165,0
2002,январь,108102,67898,0,67898
2002,январь,108103,10980,0,10980
2002,январь,108104,18498,0,18498
2002,январь,108105,5016,0,5016
2002,январь,108106,5525,0,5525
2002,январь,108107,2332,0,2332
2002,январь,108108,8115,0,8115
2002,январь,108109,524,0,524
2002,январь,108110,1446,0,1446
2002,январь,108111,99877,0,99877
2002,январь,108112,287,0,287
2002,январь,108113,0,0,0
2002,январь,2,5365681,4985738,379944
2002,январь,201,4846735,4794413,52322
2002,январь,201101,69775,69775,0
2002,январь,201102,7893,0,7893
2002,январь,201201,0,0,0
2002,январь,201202,14963,14963,0
2002,январь,201203,283181,283181,0
2002,январь,201204,604,604,0
2002,январь,201205,0,0,0
2002,январь,201207,0,0,0
2002,январь,201208,0,0,0
2002,январь,201209,0,0,0
2002,январь,201211,4227,4227,0
2002,январь,201212,0,0,0
2002,январь,201213,0,0,0
2002,январь,201215,5164,0,5164
2002,январь,201217,0,0,0
2002,январь,201220,0,0,0
2002,январь,201221,0,0,0
2002,январь,201222,0,0,0
2002,январь,201224,0,0,0
2002,январь,201225,0,0,0
2002,январь,201226,4,4,0
2002,январь,201227,4341250,4341250,0
2002,январь,201228,16561,16561,0
2002,январь,201229,32930,0,32930
2002,январь,201231,0,0,0
2002,январь,201233,0,0,0
2002,январь,201301,16144,16144,0
2002,январь,201302,47705,47705,0
2002,январь,201303,6335,0,6335
2002,январь,202,18821,15165,3655
2002,январь,202103,255,0,255
2002,январь,202104,0,0,0
2002,январь,202107,0,0,0
2002,январь,202108,0,0,0
2002,январь,202109,302,0,302
2002,январь,202110,0,0,0
2002,январь,202112,0,0,0
2002,январь,202113,2716,0,2716
2002,январь,202118,0,0,0
2002,январь,202202,0,0,0
2002,январь,202203,0,0,0
2002,январь,202204,0,0,0
2002,январь,202205,0,0,0
2002,январь,202206,0,0,0
2002,январь,202207,0,0,0
2002,январь,202208,0,0,0
2002,январь,202209,0,0,0
2002,январь,202210,0,0,0
2002,январь,202303,253,253,0
2002,январь,202304,333,0,333
2002,январь,202305,14912,14912,0
2002,январь,202306,50,0,50
2002,январь,203,373432,77652,295779
2002,январь,203101,43664,43664,0
2002,январь,203102,9963,0,9963
2002,январь,203103,160,0,160
2002,январь,203104,7430,7430,0
2002,январь,203106,3173,3173,0
2002,январь,203107,722,722,0
2002,январь,203108,0,0,0
2002,январь,203109,17,17,0
2002,январь,203110,173995,164,173831
2002,январь,203111,110731,0,110731
2002,январь,203112,22483,22483,0
2002,январь,203113,1009,0,1009
2002,январь,203114,84,0,84
2002,январь,204,48291,48291,0
2002,январь,204101,0,0,0
2002,январь,204102,0,0,0
2002,январь,204103,0,0,0
2002,январь,204104,0,0,0
2002,январь,204105,154,154,0
2002,январь,204106,2,2,0
2002,январь,204201,453,453,0
2002,январь,204301,0,0,0
2002,январь,204302,0,0,0
2002,январь,204303,0,0,0
2002,январь,204401,0,0,0
2002,январь,204402,3678,3678,0
2002,январь,204403,18,18,0
2002,январь,204404,0,0,0
2002,январь,204405,0,0,0
2002,январь,204406,674,674,0
2002,январь,204407,0,0,0
2002,январь,204501,0,0,0
2002,январь,204502,0,0,0
2002,январь,204503,0,0,0
2002,январь,204504,0,0,0
2002,январь,204601,443,443,0
2002,январь,204701,42871,42871,0
2002,январь,205,78404,50217,28187
2002,январь,205101,13341,13341,0
2002,январь,205102,0,0,0
2002,январь,205104,62,62,0
2002,январь,205105,1994,0,1994
2002,январь,205106,476,476,0
2002,январь,205109,35333,35333,0
2002,январь,205110,20396,0,20396
2002,январь,205111,0,0,0
2002,январь,205112,0,0,0
2002,январь,205113,0,0,0
2002,январь,205114,0,0,0
2002,январь,205115,0,0,0
2002,январь,205116,0,0,0
2002,январь,205117,0,0,0
2002,январь,205118,0,0,0
2002,январь,205122,0,0,0
2002,январь,205123,142,142,0
2002,январь,205124,2817,0,2817
2002,январь,205125,862,862,0
2002,январь,205126,2980,0,2980
2002,январь,299999,53021469,34058632,18962837
2002,январь,3,363904,16369,347535
2002,январь,301,69927,16354,53573
2002,январь,301103,53573,0,53573
2002,январь,301104,16354,16354,0
2002,январь,301106,0,0,0
2002,январь,302,15,15,0
2002,январь,302101,15,15,0
2002,январь,302102,0,0,0
2002,январь,302103,0,0,0
2002,январь,303,293963,0,293963
2002,январь,303102,0,0,0
2002,январь,303103,293963,0,293963
2002,январь,399999,53385373,34075001,19310372
2002,январь,901102,3838538,0,0
2002,январь,906101,30424794,0,0
2002,январь,908101,63573,0,0
2003,январь,1,116453096,92737425,23715670
2003,январь,101,65839370,58847613,6991756
2003,январь,101101,26835979,26835979,0
2003,январь,101102,2011104,2011104,0
2003,январь,101103,264386,264386,0
2003,январь,101104,2147043,2147043,0
2003,январь,101105,26255643,26255643,0
2003,январь,101106,0,0,0
2003,январь,101107,1333459,1333459,0
2003,январь,101201,5840950,0,5840950
2003,январь,101202,910745,0,910745
2003,январь,101203,240062,0,240062
2003,январь,103,10720516,0,10720516
2003,январь,103101,10720516,0,10720516
2003,январь,104,735256,0,735256
2003,январь,104101,280815,0,280815
2003,январь,104102,41929,0,41929
2003,январь,104301,4873,0,4873
2003,январь,104302,112607,0,112607
2003,январь,104303,20144,0,20144
2003,январь,104304,92,0,92
2003,январь,104305,37,0,37
2003,январь,104306,1,0,1
2003,январь,104401,87108,0,87108
2003,январь,104402,147834,0,147834
2003,январь,104501,39817,0,39817
2003,январь,105,35303636,30539318,4764318
2003,январь,105101,10998911,10707489,291421
2003,январь,105102,6152486,6152486,0
2003,январь,105103,0,0,0
2003,январь,105104,3093744,3025966,67778
2003,январь,105105,3371335,3371335,0
2003,январь,105106,22147,22147,0
2003,январь,105107,2124,2124,0
2003,январь,105201,60850,0,60850
2003,январь,105202,247230,0,247230
2003,январь,105203,11322,0,11322
2003,январь,105204,19466,0,19466
2003,январь,105205,7071,0,7071
2003,январь,105206,7495,0,7495
2003,январь,105207,52493,0,52493
2003,январь,105208,10021,0,10021
2003,январь,105209,1500,0,1500
2003,январь,105210,251262,0,251262
2003,январь,105211,36855,0,36855
2003,январь,105217,3130,0,3130
2003,январь,105218,15734,0,15734
2003,январь,105221,0,0,0
2003,январь,105223,22098,0,22098
2003,январь,105224,17493,0,17493
2003,январь,105229,129399,129399,0
2003,январь,105230,290399,0,290399
2003,январь,105231,40826,0,40826
2003,январь,105232,48801,0,48801
2003,январь,105233,6823,0,6823
2003,январь,105234,35,0,35
2003,январь,105235,54,0,54
2003,январь,105236,0,0,0
2003,январь,105237,185,0,185
2003,январь,105241,588,588,0
2003,январь,105242,7070,7070,0
2003,январь,105243,2074,2074,0
2003,январь,105244,3468,3468,0
2003,январь,105245,0,0,0
2003,январь,105246,12,12,0
2003,январь,105247,27933,27933,0
2003,январь,105248,6,6,0
2003,январь,105249,55,55,0
2003,январь,105250,22625,22625,0
2003,январь,105251,172,172,0
2003,январь,105255,23682,23682,0
2003,январь,105257,731,731,0
2003,январь,105258,0,0,0
2003,январь,105259,0,0,0
2003,январь,105260,123652,123652,0
2003,январь,105261,0,0,0
2003,январь,105269,0,0,0
2003,январь,105271,0,0,0
2003,январь,105272,0,0,0
2003,январь,105273,0,0,0
2003,январь,105274,0,0,0
2003,январь,105275,0,0,0
2003,январь,105276,0,0,0
2003,январь,105277,0,0,0
2003,январь,105278,0,0,0
2003,январь,105279,0,0,0
2003,январь,105280,0,0,0
2003,январь,105281,772,772,0
2003,январь,105282,0,0,0
2003,январь,105283,0,0,0
2003,январь,105284,0,0,0
2003,январь,105285,0,0,0
2003,январь,105286,0,0,0
2003,январь,105287,0,0,0
2003,январь,105290,14000,0,14000
2003,январь,105291,20808,0,20808
2003,январь,105292,0,0,0
2003,январь,105293,0,0,0
2003,январь,105294,143,0,143
2003,январь,105295,44,0,44
2003,январь,105296,8678,0,8678
2003,январь,105297,1592,0,1592
2003,январь,105302,60,60,0
2003,январь,105303,29865,0,29865
2003,январь,105304,11794,0,11794
2003,январь,105305,422044,422044,0
2003,январь,105306,606602,606602,0
2003,январь,105308,1673,1586,87
2003,январь,105309,68644,68644,0
2003,январь,105310,5630,5630,0
2003,январь,105311,18660,18660,0
2003,январь,105313,753,753,0
2003,январь,105314,687,0,687
2003,январь,105315,242904,0,242904
2003,январь,105316,2760721,0,2760721
2003,январь,105322,0,0,0
2003,январь,105325,0,0,0
2003,январь,105326,4977664,4977664,0
2003,январь,105328,755000,755000,0
2003,январь,105401,29102,0,29102
2003,январь,105402,32809,0,32809
2003,январь,105403,20778,0,20778
2003,январь,105404,8448,0,8448
2003,январь,105406,45840,45840,0
2003,январь,105410,2,0,2
2003,январь,105411,1123,1123,0
2003,январь,105412,8168,8168,0
2003,январь,105413,236,236,0
2003,январь,105414,18593,0,18593
2003,январь,105415,93,93,0
2003,январь,105416,2482,2482,0
2003,январь,105417,111,111,0
2003,январь,105418,52318,0,52318
2003,январь,105419,835,835,0
2003,январь,105420,45871,0,45871
2003,январь,106,3327340,3327340,0
2003,январь,106101,1839283,1839283,0
2003,январь,106102,361480,361480,0
2003,январь,106103,11388,11388,0
2003,январь,106104,195,195,0
2003,январь,106201,1106796,1106796,0
2003,январь,106202,7877,7877,0
2003,январь,106203,321,321,0
2003,январь,106204,0,0,0
2003,январь,107,65880,4210,61670
2003,январь,107109,4210,4210,0
2003,январь,107110,61670,0,61670
2003,январь,108,415834,18944,396890
2003,январь,108101,18631,18631,0
2003,январь,108102,165072,0,165072
2003,январь,108103,6133,0,6133
2003,январь,108104,8288,0,8288
2003,январь,108105,5716,0,5716
2003,январь,108106,5744,0,5744
2003,январь,108107,880,0,880
2003,январь,108108,6734,0,6734
2003,январь,108109,769,0,769
2003,январь,108110,1792,0,1792
2003,январь,108111,150444,0,150444
2003,январь,108112,1152,0,1152
2003,январь,108113,313,313,0
2003,январь,108114,9604,0,9604
2003,январь,108115,12448,0,12448
2003,январь,108116,22114,0,22114
2003,январь,2,5465488,5227654,237833
2003,январь,201,4841323,4792260,49063
2003,январь,201101,10201,10201,0
2003,январь,201102,1606,0,1606
2003,январь,201201,0,0,0
2003,январь,201202,12616,12616,0
2003,январь,201203,88155,88155,0
2003,январь,201204,606,606,0
2003,январь,201206,12,12,0
2003,январь,201211,65559,65559,0
2003,январь,201213,0,0,0
2003,январь,201215,4515,0,4515
2003,январь,201217,0,0,0
2003,январь,201226,0,0,0
2003,январь,201227,4468038,4468038,0
2003,январь,201228,23006,23006,0
2003,январь,201229,34959,0,34959
2003,январь,201301,35772,35772,0
2003,январь,201302,88296,88296,0
2003,январь,201303,7983,0,7983
2003,январь,202,7747,5022,2725
2003,январь,202103,70,0,70
2003,январь,202109,255,0,255
2003,январь,202113,1692,0,1692
2003,январь,202303,625,625,0
2003,январь,202304,701,0,701
2003,январь,202305,4397,4397,0
2003,январь,202306,6,0,6
2003,январь,203,230700,104546,126154
2003,январь,203101,87377,87377,0
2003,январь,203102,7984,0,7984
2003,январь,203103,66,0,66
2003,январь,203104,674,674,0
2003,январь,203106,2929,2929,0
2003,январь,203107,177,177,0
2003,январь,203108,0,0,0
2003,январь,203109,97,97,0
2003,январь,203110,28293,0,28293
2003,январь,203111,89274,0,89274
2003,январь,203112,13267,13267,0
2003,январь,203113,538,0,538
2003,январь,203114,0,0,0
2003,январь,203115,25,25,0
2003,январь,204,31621,22614,9007
2003,январь,204101,0,0,0
2003,январь,204102,0,0,0
2003,январь,204103,0,0,0
2003,январь,204104,0,0,0
2003,январь,204105,10296,10296,0
2003,январь,204106,5250,5250,0
2003,январь,204201,549,549,0
2003,январь,204301,0,0,0
2003,январь,204302,0,0,0
2003,январь,204303,2163,2163,0
2003,январь,204401,0,0,0
2003,январь,204402,3500,3500,0
2003,январь,204403,419,419,0
2003,январь,204404,0,0,0
2003,январь,204405,0,0,0
2003,январь,204406,0,0,0
2003,январь,204407,0,0,0
2003,январь,204501,0,0,0
2003,январь,204502,0,0,0
2003,январь,204503,0,0,0
2003,январь,204504,0,0,0
2003,январь,204601,435,435,0
2003,январь,204701,0,0,0
2003,январь,204801,3715,0,3715
2003,январь,204802,280,0,280
2003,январь,204803,1448,0,1448
2003,январь,204804,3565,0,3565
2003,январь,204805,0,0,0
2003,январь,205,354097,303213,50884
2003,январь,205101,4677,4677,0
2003,январь,205102,0,0,0
2003,январь,205104,128,128,0
2003,январь,205105,2842,0,2842
2003,январь,205106,1250,1250,0
2003,январь,205109,51313,51313,0
2003,январь,205110,44525,0,44525
2003,январь,205111,0,0,0
2003,январь,205112,0,0,0
2003,январь,205113,0,0,0
2003,январь,205114,0,0,0
2003,январь,205115,0,0,0
2003,январь,205116,0,0,0
2003,январь,205117,0,0,0
2003,январь,205118,0,0,0
2003,январь,205123,1284,1284,0
2003,январь,205124,2642,0,2642
2003,январь,205125,244561,244561,0
2003,январь,205126,876,0,876
2003,январь,299999,121918583,97965080,23953504
2003,январь,3,424614,167756,256858
2003,январь,301,176532,167752,8780
2003,январь,301103,8780,0,8780
2003,январь,301104,160752,160752,0
2003,январь,301106,7000,7000,0
2003,январь,302,0,0,0
2003,январь,302101,0,0,0
2003,январь,302102,0,0,0
2003,январь,302103,0,0,0
2003,январь,303,248082,5,248078
2003,январь,303102,5,5,0
2003,январь,303103,248078,0,248078
2003,январь,399999,122343198,98132836,24210361
2003,январь,901102,5181189,0,0
2003,январь,906101,24785994,0,0
2003,январь,908101,0,0,0
2004,январь,1,92508649,65965828,26542821
2004,январь,101,35973146,27665662,8307484
2004,январь,101101,12887877,12887877,0
2004,январь,101102,786932,786932,0
2004,январь,101103,97281,97281,0
2004,январь,101104,2599707,2599707,0
2004,январь,101105,10724401,10724401,0
2004,январь,101106,583,583,0
2004,январь,101107,568880,568880,0
2004,январь,101201,7352818,0,7352818
2004,январь,101202,713793,0,713793
2004,январь,101203,240873,0,240873
2004,январь,103,12347218,0,12347218
2004,январь,103101,12347218,0,12347218
2004,январь,104,767605,0,767605
2004,январь,104101,343911,0,343911
2004,январь,104102,48275,0,48275
2004,январь,104301,2064,0,2064
2004,январь,104302,24102,0,24102
2004,январь,104303,17692,0,17692
2004,январь,104304,151,0,151
2004,январь,104305,9,0,9
2004,январь,104306,1,0,1
2004,январь,104307,8578,0,8578
2004,январь,104308,53515,0,53515
2004,январь,104401,72266,0,72266
2004,январь,104402,176443,0,176443
2004,январь,104501,20599,0,20599
2004,январь,105,39529107,34867545,4661562
2004,январь,105101,6395236,5698704,696532
2004,январь,105102,8172464,8172464,0
2004,январь,105103,0,0,0
2004,январь,105104,1273182,1205656,67526
2004,январь,105105,4026131,4026131,0
2004,январь,105106,115974,115974,0
2004,январь,105107,27100,27100,0
2004,январь,105201,44102,0,44102
2004,январь,105202,283264,0,283264
2004,январь,105203,8000,0,8000
2004,январь,105204,6532,0,6532
2004,январь,105205,9130,0,9130
2004,январь,105206,9064,0,9064
2004,январь,105207,77393,0,77393
2004,январь,105208,21994,0,21994
2004,январь,105209,2800,0,2800
2004,январь,105210,217404,0,217404
2004,январь,105211,12735,0,12735
2004,январь,105216,0,0,0
2004,январь,105217,0,0,0
2004,январь,105218,12749,0,12749
2004,январь,105219,0,0,0
2004,январь,105221,0,0,0
2004,январь,105223,27471,0,27471
2004,январь,105224,11794,0,11794
2004,январь,105229,16359,16359,0
2004,январь,105230,0,0,0
2004,январь,105231,0,0,0
2004,январь,105232,0,0,0
2004,январь,105233,0,0,0
2004,январь,105234,0,0,0
2004,январь,105235,0,0,0
2004,январь,105236,3,0,3
2004,январь,105237,643,0,643
2004,январь,105241,2948,2948,0
2004,январь,105242,19845,19845,0
2004,январь,105243,2392,2392,0
2004,январь,105244,4862,4862,0
2004,январь,105245,1742,1742,0
2004,январь,105246,244,244,0
2004,январь,105247,57311,57311,0
2004,январь,105248,17,17,0
2004,январь,105249,0,0,0
2004,январь,105250,39986,39986,0
2004,январь,105251,0,0,0
2004,январь,105255,107482,107482,0
2004,январь,105257,0,0,0
2004,январь,105258,0,0,0
2004,январь,105259,3,3,0
2004,январь,105260,381330,381330,0
2004,январь,105261,0,0,0
2004,январь,105269,0,0,0
2004,январь,105270,0,0,0
2004,январь,105271,0,0,0
2004,январь,105272,0,0,0
2004,январь,105273,0,0,0
2004,январь,105274,0,0,0
2004,январь,105275,0,0,0
2004,январь,105276,0,0,0
2004,январь,105277,0,0,0
2004,январь,105278,0,0,0
2004,январь,105279,20,20,0
2004,январь,105280,0,0,0
2004,январь,105281,3065,3065,0
2004,январь,105282,0,0,0
2004,январь,105283,0,0,0
2004,январь,105284,0,0,0
2004,январь,105285,0,0,0
2004,январь,105286,0,0,0
2004,январь,105287,0,0,0
2004,январь,105290,621473,0,621473
2004,январь,105291,81457,0,81457
2004,январь,105292,-8390,0,-8390
2004,январь,105293,6967,0,6967
2004,январь,105294,147,0,147
2004,январь,105295,105,0,105
2004,январь,105296,72648,0,72648
2004,январь,105297,14706,0,14706
2004,январь,105302,0,0,0
2004,январь,105303,30266,0,30266
2004,январь,105304,11819,0,11819
2004,январь,105305,1231158,1231158,0
2004,январь,105306,8304817,8304817,0
2004,январь,105308,58154,58154,0
2004,январь,105309,26265,26265,0
2004,январь,105310,6060,6060,0
2004,январь,105311,5902,5902,0
2004,январь,105313,96,96,0
2004,январь,105314,846,0,846
2004,январь,105315,161483,0,161483
2004,январь,105316,1940046,0,1940046
2004,январь,105322,0,0,0
2004,январь,105325,72110,72110,0
2004,январь,105326,4649172,4649172,0
2004,январь,105328,592710,592710,0
2004,январь,105401,31398,0,31398
2004,январь,105402,31672,0,31672
2004,январь,105403,24397,0,24397
2004,январь,105404,1626,0,1626
2004,январь,105406,29787,29787,0
2004,январь,105410,0,0,0
2004,январь,105411,0,0,0
2004,январь,105412,4663,4663,0
2004,январь,105413,148,148,0
2004,январь,105414,9298,0,9298
2004,январь,105415,381,381,0
2004,январь,105416,1650,1650,0
2004,январь,105417,6,6,0
2004,январь,105418,55614,0,55614
2004,январь,105419,831,831,0
2004,январь,105420,64845,0,64845
2004,январь,106,3406791,3406791,0
2004,январь,106101,2456769,2456769,0
2004,январь,106102,412824,412824,0
2004,январь,106103,50014,50014,0
2004,январь,106104,2199,2199,0
2004,январь,106201,487105,487105,0
2004,январь,106202,-2259,-2259,0
2004,январь,106203,139,139,0
2004,январь,106204,0,0,0
2004,январь,107,9617,7132,2485
2004,январь,107109,7132,7132,0
2004,январь,107110,2485,0,2485
2004,январь,108,475164,18698,456467
2004,январь,108101,18251,18251,0
2004,январь,108102,136713,0,136713
2004,январь,108103,3712,0,3712
2004,январь,108104,10642,0,10642
2004,январь,108105,4262,0,4262
2004,январь,108106,7964,0,7964
2004,январь,108107,558,0,558
2004,январь,108108,7195,0,7195
2004,январь,108109,814,0,814
2004,январь,108110,-4081,0,-4081
2004,январь,108111,139382,0,139382
2004,январь,108112,1366,0,1366
2004,январь,108113,446,446,0
2004,январь,108114,22732,0,22732
2004,январь,108115,41503,0,41503
2004,январь,108116,83707,0,83707
2004,январь,2,10291266,10065771,225494
2004,январь,201,8883339,8822320,61018
2004,январь,201101,26579,26579,0
2004,январь,201102,2771,0,2771
2004,январь,201201,0,0,0
2004,январь,201202,6086,6086,0
2004,январь,201203,10293,10293,0
2004,январь,201204,130,130,0
2004,январь,201206,0,0,0
2004,январь,201211,12993,12993,0
2004,январь,201213,0,0,0
2004,январь,201215,183,0,183
2004,январь,201217,0,0,0
2004,январь,201226,0,0,0
2004,январь,201227,8699900,8699900,0
2004,январь,201228,21425,21425,0
2004,январь,201229,46449,0,46449
2004,январь,201301,39998,39998,0
2004,январь,201302,4915,4915,0
2004,январь,201303,6582,0,6582
2004,январь,201304,5034,0,5034
2004,январь,202,9033,3709,5324
2004,январь,202103,0,0,0
2004,январь,202109,371,0,371
2004,январь,202113,3327,0,3327
2004,январь,202303,1261,1261,0
2004,январь,202304,880,0,880
2004,январь,202305,2448,2448,0
2004,январь,202306,745,0,745
2004,январь,203,191421,74792,116629
2004,январь,203101,67414,67414,0
2004,январь,203102,6923,0,6923
2004,январь,203103,0,0,0
2004,январь,203104,-2974,-2974,0
2004,январь,203106,13188,13188,0
2004,январь,203107,-6,-6,0
2004,январь,203108,0,0,0
2004,январь,203109,3,3,0
2004,январь,203110,9414,0,9414
2004,январь,203111,99108,0,99108
2004,январь,203112,-2832,-2832,0
2004,январь,203113,1183,0,1183
2004,январь,203114,1,0,1
2004,январь,203115,0,0,0
2004,январь,203116,44,44,0
2004,январь,204,90674,77438,13235
2004,январь,204101,0,0,0
2004,январь,204102,0,0,0
2004,январь,204103,0,0,0
2004,январь,204104,0,0,0
2004,январь,204105,29861,29861,0
2004,январь,204106,793,793,0
2004,январь,204107,0,0,0
2004,январь,204108,0,0,0
2004,январь,204109,0,0,0
2004,январь,204201,523,523,0
2004,январь,204301,0,0,0
2004,январь,204302,0,0,0
2004,январь,204303,5400,5400,0
2004,январь,204401,0,0,0
2004,январь,204402,0,0,0
2004,январь,204403,0,0,0
2004,январь,204404,0,0,0
2004,январь,204405,0,0,0
2004,январь,204406,0,0,0
2004,январь,204407,0,0,0
2004,январь,204501,0,0,0
2004,январь,204502,0,0,0
2004,январь,204503,0,0,0
2004,январь,204504,0,0,0
2004,январь,204601,287,287,0
2004,январь,204701,40574,40574,0
2004,январь,204801,2056,0,2056
2004,январь,204802,2249,0,2249
2004,январь,204803,1206,0,1206
2004,январь,204804,7540,0,7540
2004,январь,204805,184,0,184
2004,январь,205,1116756,1087468,29288
2004,январь,205101,1236,1236,0
2004,январь,205102,16,16,0
2004,январь,205104,0,0,0
2004,январь,205105,1760,0,1760
2004,январь,205106,269,269,0
2004,январь,205109,49633,49633,0
2004,январь,205110,17122,0,17122
2004,январь,205111,0,0,0
2004,январь,205112,0,0,0
2004,январь,205113,0,0,0
2004,январь,205114,0,0,0
2004,январь,205115,0,0,0
2004,январь,205116,0,0,0
2004,январь,205117,0,0,0
2004,январь,205118,0,0,0
2004,январь,205123,327,327,0
2004,январь,205124,7149,0,7149
2004,январь,205125,1035987,1035987,0
2004,январь,205126,3257,0,3257
2004,январь,299999,102799914,76031599,26768315
2004,январь,3,768501,3751,764750
2004,январь,301,6004,3750,2254
2004,январь,301103,2254,0,2254
2004,январь,301104,3750,3750,0
2004,январь,301106,0,0,0
2004,январь,302,1,1,0
2004,январь,302101,1,1,0
2004,январь,302102,0,0,0
2004,январь,302103,0,0,0
2004,январь,303,762497,0,762497
2004,январь,303102,0,0,0
2004,январь,303103,762497,0,762497
2004,январь,303104,0,0,0
2004,январь,399999,103568416,76035350,27533066
2004,январь,901102,5539971,0,0
2004,январь,906101,30283472,0,0
2004,январь,908101,23328,0,0
2005,январь,1,148114694,121449868,26664826
2005,январь,101,76363740,67818611,8545129
2005,январь,101101,34510585,34510585,0
2005,январь,101102,1195484,1195484,0
2005,январь,101103,495976,495976,0
2005,январь,101104,2127029,2127029,0
2005,январь,101105,12020541,12020541,0
2005,январь,101106,15893,15893,0
2005,январь,101107,17453103,17453103,0
2005,январь,101201,7414935,0,7414935
2005,январь,101202,895638,0,895638
2005,январь,101203,234555,0,234555
2005,январь,103,12188536,0,12188536
2005,январь,103101,12188536,0,12188536
2005,январь,104,764902,0,764902
2005,январь,104101,280309,0,280309
2005,январь,104102,56555,0,56555
2005,январь,104301,1178,0,1178
2005,январь,104302,24083,0,24083
2005,январь,104303,6866,0,6866
2005,январь,104304,4,0,4
2005,январь,104305,-1,0,-1
2005,январь,104306,438,0,438
2005,январь,104307,3561,0,3561
2005,январь,104308,64372,0,64372
2005,январь,104401,113063,0,113063
2005,январь,104402,198253,0,198253
2005,январь,104501,16222,0,16222
2005,январь,105,54096152,49114766,4981386
2005,январь,105101,14290289,14290289,0
2005,январь,105102,10670731,10670731,0
2005,январь,105103,0,0,0
